
Iteration,   CurrentTime,      TimeStep, NumberOfLoops
       89, 8.900000e+000, 1.000000e-001,             2
       90, 9.000000e+000, 1.000000e-001,             2
       91, 9.100000e+000, 1.000000e-001,             2
       92, 9.200000e+000, 1.000000e-001,             2
       93, 9.300000e+000, 1.000000e-001,             2
       94, 9.400000e+000, 1.000000e-001,             2
       95, 9.500000e+000, 1.000000e-001,             2
       96, 9.600000e+000, 1.000000e-001,             2
       97, 9.700000e+000, 1.000000e-001,             2
       98, 9.800000e+000, 1.000000e-001,             2
       99, 9.900000e+000, 1.000000e-001,             2
      100, 1.000000e+001, 1.000000e-001,             2
      101, 1.010000e+001, 1.000000e-001,             2
      102, 1.020000e+001, 1.000000e-001,             2
      103, 1.030000e+001, 1.000000e-001,             2
      104, 1.040000e+001, 1.000000e-001,             2
      105, 1.050000e+001, 1.000000e-001,             2
      106, 1.060000e+001, 1.000000e-001,             2
      107, 1.070000e+001, 1.000000e-001,             2
      108, 1.080000e+001, 1.000000e-001,             2
      109, 1.090000e+001, 1.000000e-001,             2
      110, 1.100000e+001, 1.000000e-001,             2
      111, 1.110000e+001, 1.000000e-001,             2
      112, 1.120000e+001, 1.000000e-001,             2
      113, 1.130000e+001, 1.000000e-001,             2
      114, 1.140000e+001, 1.000000e-001,             2
      115, 1.150000e+001, 1.000000e-001,             2
      116, 1.160000e+001, 1.000000e-001,             2
      117, 1.170000e+001, 1.000000e-001,             2
      118, 1.180000e+001, 1.000000e-001,             2
      119, 1.190000e+001, 1.000000e-001,             2
      120, 1.200000e+001, 1.000000e-001,             2
      121, 1.210000e+001, 1.000000e-001,             2
      122, 1.220000e+001, 1.000000e-001,             2
      123, 1.230000e+001, 1.000000e-001,             2
      124, 1.240000e+001, 1.000000e-001,             2
      125, 1.250000e+001, 1.000000e-001,             2
      126, 1.260000e+001, 1.000000e-001,             2
      127, 1.270000e+001, 1.000000e-001,             2
      128, 1.280000e+001, 1.000000e-001,             2
      129, 1.290000e+001, 1.000000e-001,             2
      130, 1.300000e+001, 1.000000e-001,             2
      131, 1.310000e+001, 1.000000e-001,             2
      132, 1.320000e+001, 1.000000e-001,             2
      133, 1.330000e+001, 1.000000e-001,             2
      134, 1.340000e+001, 1.000000e-001,             2
      135, 1.350000e+001, 1.000000e-001,             2
      136, 1.360000e+001, 1.000000e-001,             2
      137, 1.370000e+001, 1.000000e-001,             2
      138, 1.380000e+001, 1.000000e-001,             2
      139, 1.390000e+001, 1.000000e-001,             2
      140, 1.400000e+001, 1.000000e-001,             2
      141, 1.410000e+001, 1.000000e-001,             2
      142, 1.420000e+001, 1.000000e-001,             2
      143, 1.430000e+001, 1.000000e-001,             2
      144, 1.440000e+001, 1.000000e-001,             2
      145, 1.450000e+001, 1.000000e-001,             2
      146, 1.460000e+001, 1.000000e-001,             2
      147, 1.470000e+001, 1.000000e-001,             2
      148, 1.480000e+001, 1.000000e-001,             2
      149, 1.490000e+001, 1.000000e-001,             2
      150, 1.500000e+001, 1.000000e-001,             2
      151, 1.510000e+001, 1.000000e-001,             2
      152, 1.520000e+001, 1.000000e-001,             2
      153, 1.530000e+001, 1.000000e-001,             2
      154, 1.540000e+001, 1.000000e-001,             2
      155, 1.550000e+001, 1.000000e-001,             2
      156, 1.560000e+001, 1.000000e-001,             2
      157, 1.570000e+001, 1.000000e-001,             2
      158, 1.580000e+001, 1.000000e-001,             2
      159, 1.590000e+001, 1.000000e-001,             2
      160, 1.600000e+001, 1.000000e-001,             2
      161, 1.610000e+001, 1.000000e-001,             2
      162, 1.620000e+001, 1.000000e-001,             2
      163, 1.630000e+001, 1.000000e-001,             2
      164, 1.640000e+001, 1.000000e-001,             2
      165, 1.650000e+001, 1.000000e-001,             2
      166, 1.660000e+001, 1.000000e-001,             2
      167, 1.670000e+001, 1.000000e-001,             2
      168, 1.680000e+001, 1.000000e-001,             2
      169, 1.690000e+001, 1.000000e-001,             2
      170, 1.700000e+001, 1.000000e-001,             2
      171, 1.710000e+001, 1.000000e-001,             2
      172, 1.720000e+001, 1.000000e-001,             2
      173, 1.730000e+001, 1.000000e-001,             2
      174, 1.740000e+001, 1.000000e-001,             2
      175, 1.750000e+001, 1.000000e-001,             2
      176, 1.760000e+001, 1.000000e-001,             2
      177, 1.770000e+001, 1.000000e-001,             2
      178, 1.780000e+001, 1.000000e-001,             2
      179, 1.790000e+001, 1.000000e-001,             2
      180, 1.800000e+001, 1.000000e-001,             2
      181, 1.810000e+001, 1.000000e-001,             2
      182, 1.820000e+001, 1.000000e-001,             2
      183, 1.830000e+001, 1.000000e-001,             2
      184, 1.840000e+001, 1.000000e-001,             2
      185, 1.850000e+001, 1.000000e-001,             2
      186, 1.860000e+001, 1.000000e-001,             2
      187, 1.870000e+001, 1.000000e-001,             2
      188, 1.880000e+001, 1.000000e-001,             2
      189, 1.890000e+001, 1.000000e-001,             2
      190, 1.900000e+001, 1.000000e-001,             2
      191, 1.910000e+001, 1.000000e-001,             2
      192, 1.920000e+001, 1.000000e-001,             2
      193, 1.930000e+001, 1.000000e-001,             2
      194, 1.940000e+001, 1.000000e-001,             2
      195, 1.950000e+001, 1.000000e-001,             2
      196, 1.960000e+001, 1.000000e-001,             2
      197, 1.970000e+001, 1.000000e-001,             2
      198, 1.980000e+001, 1.000000e-001,             2
      199, 1.990000e+001, 1.000000e-001,             2
      200, 2.000000e+001, 1.000000e-001,             2
      201, 2.010000e+001, 1.000000e-001,             2
      202, 2.020000e+001, 1.000000e-001,             2
      203, 2.030000e+001, 1.000000e-001,             2
      204, 2.040000e+001, 1.000000e-001,             2
      205, 2.050000e+001, 1.000000e-001,             2
      206, 2.060000e+001, 1.000000e-001,             2
      207, 2.070000e+001, 1.000000e-001,             2
      208, 2.080000e+001, 1.000000e-001,             2
      209, 2.090000e+001, 1.000000e-001,             2
      210, 2.100000e+001, 1.000000e-001,             2
      211, 2.110000e+001, 1.000000e-001,             2
      212, 2.120000e+001, 1.000000e-001,             2
      213, 2.130000e+001, 1.000000e-001,             2
      214, 2.140000e+001, 1.000000e-001,             2
      215, 2.150000e+001, 1.000000e-001,             2
      216, 2.160000e+001, 1.000000e-001,             2
      217, 2.170000e+001, 1.000000e-001,             2
      218, 2.180000e+001, 1.000000e-001,             2
      219, 2.190000e+001, 1.000000e-001,             2
      220, 2.200000e+001, 1.000000e-001,             2
      221, 2.210000e+001, 1.000000e-001,             2
      222, 2.220000e+001, 1.000000e-001,             2
      223, 2.230000e+001, 1.000000e-001,             2
      224, 2.240000e+001, 1.000000e-001,             2
      225, 2.250000e+001, 1.000000e-001,             2
      226, 2.260000e+001, 1.000000e-001,             2
      227, 2.270000e+001, 1.000000e-001,             2
      228, 2.280000e+001, 1.000000e-001,             2
      229, 2.290000e+001, 1.000000e-001,             2
      230, 2.300000e+001, 1.000000e-001,             2
      231, 2.310000e+001, 1.000000e-001,             2
      232, 2.320000e+001, 1.000000e-001,             2
      233, 2.330000e+001, 1.000000e-001,             2
      234, 2.340000e+001, 1.000000e-001,             2
      235, 2.350000e+001, 1.000000e-001,             2
      236, 2.360000e+001, 1.000000e-001,             2
      237, 2.370000e+001, 1.000000e-001,             2
      238, 2.380000e+001, 1.000000e-001,             2
      239, 2.390000e+001, 1.000000e-001,             2
      240, 2.400000e+001, 1.000000e-001,             2
      241, 2.410000e+001, 1.000000e-001,             2
      242, 2.420000e+001, 1.000000e-001,             2
      243, 2.430000e+001, 1.000000e-001,             2
      244, 2.440000e+001, 1.000000e-001,             2
      245, 2.450000e+001, 1.000000e-001,             2
      246, 2.460000e+001, 1.000000e-001,             2
      247, 2.470000e+001, 1.000000e-001,             2
      248, 2.480000e+001, 1.000000e-001,             2
      249, 2.490000e+001, 1.000000e-001,             2
      250, 2.500000e+001, 1.000000e-001,             2
      251, 2.510000e+001, 1.000000e-001,             2
      252, 2.520000e+001, 1.000000e-001,             2
      253, 2.530000e+001, 1.000000e-001,             2
      254, 2.540000e+001, 1.000000e-001,             2
      255, 2.550000e+001, 1.000000e-001,             2
      256, 2.560000e+001, 1.000000e-001,             2
      257, 2.570000e+001, 1.000000e-001,             2
      258, 2.580000e+001, 1.000000e-001,             2
      259, 2.590000e+001, 1.000000e-001,             2
      260, 2.600000e+001, 1.000000e-001,             2
      261, 2.610000e+001, 1.000000e-001,             2
      262, 2.620000e+001, 1.000000e-001,             2
      263, 2.630000e+001, 1.000000e-001,             2
      264, 2.640000e+001, 1.000000e-001,             2
      265, 2.650000e+001, 1.000000e-001,             2
      266, 2.660000e+001, 1.000000e-001,             2
      267, 2.670000e+001, 1.000000e-001,             2
      268, 2.680000e+001, 1.000000e-001,             2
      269, 2.690000e+001, 1.000000e-001,             2
      270, 2.700000e+001, 1.000000e-001,             2
      271, 2.710000e+001, 1.000000e-001,             2
      272, 2.720000e+001, 1.000000e-001,             2
      273, 2.730000e+001, 1.000000e-001,             2
      274, 2.740000e+001, 1.000000e-001,             2
      275, 2.750000e+001, 1.000000e-001,             2
      276, 2.760000e+001, 1.000000e-001,             2
      277, 2.770000e+001, 1.000000e-001,             2
      278, 2.780000e+001, 1.000000e-001,             2
      279, 2.790000e+001, 1.000000e-001,             2
      280, 2.800000e+001, 1.000000e-001,             2
      281, 2.810000e+001, 1.000000e-001,             2
      282, 2.820000e+001, 1.000000e-001,             2
      283, 2.830000e+001, 1.000000e-001,             2
      284, 2.840000e+001, 1.000000e-001,             2
      285, 2.850000e+001, 1.000000e-001,             2
      286, 2.860000e+001, 1.000000e-001,             2
      287, 2.870000e+001, 1.000000e-001,             2
      288, 2.880000e+001, 1.000000e-001,             2
      289, 2.890000e+001, 1.000000e-001,             2
      290, 2.900000e+001, 1.000000e-001,             2
      291, 2.910000e+001, 1.000000e-001,             2
      292, 2.920000e+001, 1.000000e-001,             2
      293, 2.930000e+001, 1.000000e-001,             2
      294, 2.940000e+001, 1.000000e-001,             2
      295, 2.950000e+001, 1.000000e-001,             2
      296, 2.960000e+001, 1.000000e-001,             2
      297, 2.970000e+001, 1.000000e-001,             2
      298, 2.980000e+001, 1.000000e-001,             2
      299, 2.990000e+001, 1.000000e-001,             2
      300, 3.000000e+001, 1.000000e-001,             2
      301, 3.010000e+001, 1.000000e-001,             2
      302, 3.020000e+001, 1.000000e-001,             2
      303, 3.030000e+001, 1.000000e-001,             2
      304, 3.040000e+001, 1.000000e-001,             2
      305, 3.050000e+001, 1.000000e-001,             2
      306, 3.060000e+001, 1.000000e-001,             2
      307, 3.070000e+001, 1.000000e-001,             2
      308, 3.080000e+001, 1.000000e-001,             2
      309, 3.090000e+001, 1.000000e-001,             2
      310, 3.100000e+001, 1.000000e-001,             2
      311, 3.110000e+001, 1.000000e-001,             2
      312, 3.120000e+001, 1.000000e-001,             2
      313, 3.130000e+001, 1.000000e-001,             2
      314, 3.140000e+001, 1.000000e-001,             2
      315, 3.150000e+001, 1.000000e-001,             2
      316, 3.160000e+001, 1.000000e-001,             2
      317, 3.170000e+001, 1.000000e-001,             2
      318, 3.180000e+001, 1.000000e-001,             2
      319, 3.190000e+001, 1.000000e-001,             2
      320, 3.200000e+001, 1.000000e-001,             2
      321, 3.210000e+001, 1.000000e-001,             2
      322, 3.220000e+001, 1.000000e-001,             2
      323, 3.230000e+001, 1.000000e-001,             2
      324, 3.240000e+001, 1.000000e-001,             2
      325, 3.250000e+001, 1.000000e-001,             2
      326, 3.260000e+001, 1.000000e-001,             2
      327, 3.270000e+001, 1.000000e-001,             2
      328, 3.280000e+001, 1.000000e-001,             2
      329, 3.290000e+001, 1.000000e-001,             2
      330, 3.300000e+001, 1.000000e-001,             2
      331, 3.310000e+001, 1.000000e-001,             2
      332, 3.320000e+001, 1.000000e-001,             2
      333, 3.330000e+001, 1.000000e-001,             2
      334, 3.340000e+001, 1.000000e-001,             2
      335, 3.350000e+001, 1.000000e-001,             2
      336, 3.360000e+001, 1.000000e-001,             2
      337, 3.370000e+001, 1.000000e-001,             2
      338, 3.380000e+001, 1.000000e-001,             2
      339, 3.390000e+001, 1.000000e-001,             2
      340, 3.400000e+001, 1.000000e-001,             2
      341, 3.410000e+001, 1.000000e-001,             2
      342, 3.420000e+001, 1.000000e-001,             2
      343, 3.430000e+001, 1.000000e-001,             2
      344, 3.440000e+001, 1.000000e-001,             2
      345, 3.450000e+001, 1.000000e-001,             2
      346, 3.460000e+001, 1.000000e-001,             2
      347, 3.470000e+001, 1.000000e-001,             2
      348, 3.480000e+001, 1.000000e-001,             2
      349, 3.490000e+001, 1.000000e-001,             2
      350, 3.500000e+001, 1.000000e-001,             2
      351, 3.510000e+001, 1.000000e-001,             2
      352, 3.520000e+001, 1.000000e-001,             2
      353, 3.530000e+001, 1.000000e-001,             2
      354, 3.540000e+001, 1.000000e-001,             2
      355, 3.550000e+001, 1.000000e-001,             2
      356, 3.560000e+001, 1.000000e-001,             2
      357, 3.570000e+001, 1.000000e-001,             2
      358, 3.580000e+001, 1.000000e-001,             2
      359, 3.590000e+001, 1.000000e-001,             2
      360, 3.600000e+001, 1.000000e-001,             2
      361, 3.610000e+001, 1.000000e-001,             2
      362, 3.620000e+001, 1.000000e-001,             2
      363, 3.630000e+001, 1.000000e-001,             2
      364, 3.640000e+001, 1.000000e-001,             2
      365, 3.650000e+001, 1.000000e-001,             2
      366, 3.660000e+001, 1.000000e-001,             2
      367, 3.670000e+001, 1.000000e-001,             2
      368, 3.680000e+001, 1.000000e-001,             2
      369, 3.690000e+001, 1.000000e-001,             2
      370, 3.700000e+001, 1.000000e-001,             2
      371, 3.710000e+001, 1.000000e-001,             2
      372, 3.720000e+001, 1.000000e-001,             2
      373, 3.730000e+001, 1.000000e-001,             2
      374, 3.740000e+001, 1.000000e-001,             2
      375, 3.750000e+001, 1.000000e-001,             2
      376, 3.760000e+001, 1.000000e-001,             2
      377, 3.770000e+001, 1.000000e-001,             2
      378, 3.780000e+001, 1.000000e-001,             2
      379, 3.790000e+001, 1.000000e-001,             2
      380, 3.800000e+001, 1.000000e-001,             2
      381, 3.810000e+001, 1.000000e-001,             2
      382, 3.820000e+001, 1.000000e-001,             2
      383, 3.830000e+001, 1.000000e-001,             2
      384, 3.840000e+001, 1.000000e-001,             2
      385, 3.850000e+001, 1.000000e-001,             2
      386, 3.860000e+001, 1.000000e-001,             2
      387, 3.870000e+001, 1.000000e-001,             2
      388, 3.880000e+001, 1.000000e-001,             2
      389, 3.890000e+001, 1.000000e-001,             2
      390, 3.900000e+001, 1.000000e-001,             2
      391, 3.910000e+001, 1.000000e-001,             2
      392, 3.920000e+001, 1.000000e-001,             2
      393, 3.930000e+001, 1.000000e-001,             2
      394, 3.940000e+001, 1.000000e-001,             2
      395, 3.950000e+001, 1.000000e-001,             2
      396, 3.960000e+001, 1.000000e-001,             2
      397, 3.970000e+001, 1.000000e-001,             2
      398, 3.980000e+001, 1.000000e-001,             2
      399, 3.990000e+001, 1.000000e-001,             2
      400, 4.000000e+001, 1.000000e-001,             2
      401, 4.010000e+001, 1.000000e-001,             2
      402, 4.020000e+001, 1.000000e-001,             2
      403, 4.030000e+001, 1.000000e-001,             2
      404, 4.040000e+001, 1.000000e-001,             2
      405, 4.050000e+001, 1.000000e-001,             2
      406, 4.060000e+001, 1.000000e-001,             2
      407, 4.070000e+001, 1.000000e-001,             2
      408, 4.080000e+001, 1.000000e-001,             2
      409, 4.090000e+001, 1.000000e-001,             2
      410, 4.100000e+001, 1.000000e-001,             2
      411, 4.110000e+001, 1.000000e-001,             2
      412, 4.120000e+001, 1.000000e-001,             2
      413, 4.130000e+001, 1.000000e-001,             2
      414, 4.140000e+001, 1.000000e-001,             2
      415, 4.150000e+001, 1.000000e-001,             2
      416, 4.160000e+001, 1.000000e-001,             2
      417, 4.170000e+001, 1.000000e-001,             2
      418, 4.180000e+001, 1.000000e-001,             2
      419, 4.190000e+001, 1.000000e-001,             2
      420, 4.200000e+001, 1.000000e-001,             2
      421, 4.210000e+001, 1.000000e-001,             2
      422, 4.220000e+001, 1.000000e-001,             2
      423, 4.230000e+001, 1.000000e-001,             2
      424, 4.240000e+001, 1.000000e-001,             2
      425, 4.250000e+001, 1.000000e-001,             2
      426, 4.260000e+001, 1.000000e-001,             2
      427, 4.270000e+001, 1.000000e-001,             2
      428, 4.280000e+001, 1.000000e-001,             2
      429, 4.290000e+001, 1.000000e-001,             2
      430, 4.300000e+001, 1.000000e-001,             2
      431, 4.310000e+001, 1.000000e-001,             2
      432, 4.320000e+001, 1.000000e-001,             2
      433, 4.330000e+001, 1.000000e-001,             2
      434, 4.340000e+001, 1.000000e-001,             2
      435, 4.350000e+001, 1.000000e-001,             2
      436, 4.360000e+001, 1.000000e-001,             2
      437, 4.370000e+001, 1.000000e-001,             2
      438, 4.380000e+001, 1.000000e-001,             2
      439, 4.390000e+001, 1.000000e-001,             2
      440, 4.400000e+001, 1.000000e-001,             2
      441, 4.410000e+001, 1.000000e-001,             2
      442, 4.420000e+001, 1.000000e-001,             2
      443, 4.430000e+001, 1.000000e-001,             2
      444, 4.440000e+001, 1.000000e-001,             2
      445, 4.450000e+001, 1.000000e-001,             2
      446, 4.460000e+001, 1.000000e-001,             2
      447, 4.470000e+001, 1.000000e-001,             2
      448, 4.480000e+001, 1.000000e-001,             2
      449, 4.490000e+001, 1.000000e-001,             2
      450, 4.500000e+001, 1.000000e-001,             2
      451, 4.510000e+001, 1.000000e-001,             2
      452, 4.520000e+001, 1.000000e-001,             2
      453, 4.530000e+001, 1.000000e-001,             2
      454, 4.540000e+001, 1.000000e-001,             2
      455, 4.550000e+001, 1.000000e-001,             2
      456, 4.560000e+001, 1.000000e-001,             2
      457, 4.570000e+001, 1.000000e-001,             2
      458, 4.580000e+001, 1.000000e-001,             2
      459, 4.590000e+001, 1.000000e-001,             2
      460, 4.600000e+001, 1.000000e-001,             2
      461, 4.610000e+001, 1.000000e-001,             2
      462, 4.620000e+001, 1.000000e-001,             2
      463, 4.630000e+001, 1.000000e-001,             2
      464, 4.640000e+001, 1.000000e-001,             2
      465, 4.650000e+001, 1.000000e-001,             2
      466, 4.660000e+001, 1.000000e-001,             2
      467, 4.670000e+001, 1.000000e-001,             2
      468, 4.680000e+001, 1.000000e-001,             2
      469, 4.690000e+001, 1.000000e-001,             2
      470, 4.700000e+001, 1.000000e-001,             2
      471, 4.710000e+001, 1.000000e-001,             2
      472, 4.720000e+001, 1.000000e-001,             2
      473, 4.730000e+001, 1.000000e-001,             2
      474, 4.740000e+001, 1.000000e-001,             2
      475, 4.750000e+001, 1.000000e-001,             2
      476, 4.760000e+001, 1.000000e-001,             2
      477, 4.770000e+001, 1.000000e-001,             2
      478, 4.780000e+001, 1.000000e-001,             2
      479, 4.790000e+001, 1.000000e-001,             2
      480, 4.800000e+001, 1.000000e-001,             2
      481, 4.810000e+001, 1.000000e-001,             2
      482, 4.820000e+001, 1.000000e-001,             2
      483, 4.830000e+001, 1.000000e-001,             2
      484, 4.840000e+001, 1.000000e-001,             2
      485, 4.850000e+001, 1.000000e-001,             2
      486, 4.860000e+001, 1.000000e-001,             2
      487, 4.870000e+001, 1.000000e-001,             2
      488, 4.880000e+001, 1.000000e-001,             2
      489, 4.890000e+001, 1.000000e-001,             2
      490, 4.900000e+001, 1.000000e-001,             2
      491, 4.910000e+001, 1.000000e-001,             2
      492, 4.920000e+001, 1.000000e-001,             2
      493, 4.930000e+001, 1.000000e-001,             2
      494, 4.940000e+001, 1.000000e-001,             2
      495, 4.950000e+001, 1.000000e-001,             2
      496, 4.960000e+001, 1.000000e-001,             2
      497, 4.970000e+001, 1.000000e-001,             2
      498, 4.980000e+001, 1.000000e-001,             2
      499, 4.990000e+001, 1.000000e-001,             2
      500, 5.000000e+001, 1.000000e-001,             2
      501, 5.010000e+001, 1.000000e-001,             2
      502, 5.020000e+001, 1.000000e-001,             2
      503, 5.030000e+001, 1.000000e-001,             2
      504, 5.040000e+001, 1.000000e-001,             2
      505, 5.050000e+001, 1.000000e-001,             2
      506, 5.060000e+001, 1.000000e-001,             2
      507, 5.070000e+001, 1.000000e-001,             2
      508, 5.080000e+001, 1.000000e-001,             2
      509, 5.090000e+001, 1.000000e-001,             2
      510, 5.100000e+001, 1.000000e-001,             2
      511, 5.110000e+001, 1.000000e-001,             2
      512, 5.120000e+001, 1.000000e-001,             2
      513, 5.130000e+001, 1.000000e-001,             2
      514, 5.140000e+001, 1.000000e-001,             2
      515, 5.150000e+001, 1.000000e-001,             2
      516, 5.160000e+001, 1.000000e-001,             2
      517, 5.170000e+001, 1.000000e-001,             2
      518, 5.180000e+001, 1.000000e-001,             2
      519, 5.190000e+001, 1.000000e-001,             2
      520, 5.200000e+001, 1.000000e-001,             2
      521, 5.210000e+001, 1.000000e-001,             2
      522, 5.220000e+001, 1.000000e-001,             2
      523, 5.230000e+001, 1.000000e-001,             2
      524, 5.240000e+001, 1.000000e-001,             2
      525, 5.250000e+001, 1.000000e-001,             2
      526, 5.260000e+001, 1.000000e-001,             2
      527, 5.270000e+001, 1.000000e-001,             2
      528, 5.280000e+001, 1.000000e-001,             2
      529, 5.290000e+001, 1.000000e-001,             2
      530, 5.300000e+001, 1.000000e-001,             2
      531, 5.310000e+001, 1.000000e-001,             2
      532, 5.320000e+001, 1.000000e-001,             2
      533, 5.330000e+001, 1.000000e-001,             2
      534, 5.340000e+001, 1.000000e-001,             2
      535, 5.350000e+001, 1.000000e-001,             2
      536, 5.360000e+001, 1.000000e-001,             2
      537, 5.370000e+001, 1.000000e-001,             2
      538, 5.380000e+001, 1.000000e-001,             2
      539, 5.390000e+001, 1.000000e-001,             2
      540, 5.400000e+001, 1.000000e-001,             2
      541, 5.410000e+001, 1.000000e-001,             2
      542, 5.420000e+001, 1.000000e-001,             2
      543, 5.430000e+001, 1.000000e-001,             2
      544, 5.440000e+001, 1.000000e-001,             2
      545, 5.450000e+001, 1.000000e-001,             2
      546, 5.460000e+001, 1.000000e-001,             2
      547, 5.470000e+001, 1.000000e-001,             2
      548, 5.480000e+001, 1.000000e-001,             2
      549, 5.490000e+001, 1.000000e-001,             2
      550, 5.500000e+001, 1.000000e-001,             2
      551, 5.510000e+001, 1.000000e-001,             2
      552, 5.520000e+001, 1.000000e-001,             2
      553, 5.530000e+001, 1.000000e-001,             2
      554, 5.540000e+001, 1.000000e-001,             2
      555, 5.550000e+001, 1.000000e-001,             2
      556, 5.560000e+001, 1.000000e-001,             2
      557, 5.570000e+001, 1.000000e-001,             2
      558, 5.580000e+001, 1.000000e-001,             2
      559, 5.590000e+001, 1.000000e-001,             2
      560, 5.600000e+001, 1.000000e-001,             2
      561, 5.610000e+001, 1.000000e-001,             2
      562, 5.620000e+001, 1.000000e-001,             2
      563, 5.630000e+001, 1.000000e-001,             2
      564, 5.640000e+001, 1.000000e-001,             2
      565, 5.650000e+001, 1.000000e-001,             2
      566, 5.660000e+001, 1.000000e-001,             2
      567, 5.670000e+001, 1.000000e-001,             2
      568, 5.680000e+001, 1.000000e-001,             2
      569, 5.690000e+001, 1.000000e-001,             2
      570, 5.700000e+001, 1.000000e-001,             2
      571, 5.710000e+001, 1.000000e-001,             2
      572, 5.720000e+001, 1.000000e-001,             2
      573, 5.730000e+001, 1.000000e-001,             2
      574, 5.740000e+001, 1.000000e-001,             2
      575, 5.750000e+001, 1.000000e-001,             2
      576, 5.760000e+001, 1.000000e-001,             2
      577, 5.770000e+001, 1.000000e-001,             2
      578, 5.780000e+001, 1.000000e-001,             2
      579, 5.790000e+001, 1.000000e-001,             2
      580, 5.800000e+001, 1.000000e-001,             2
